tipo do objeto,tipo,nome por extenso,título,nome,importar,código das escolas,endereço,nº,bairro,Distrito,Sub-prefeitura,CeP,município,DDD,telefone,e-mail,Site,CNPJ,Categoria,Fonte,Link,Texto Link,Data,descrição,Palavras-chave,Palavras-chave (Categoria),Palavras-chave (Distrito),Palavras-chave,Palavras-chave,Palavras-chave,público-alvo 1,público-alvo 2,público-alvo 3,público-alvo 4,público-alvo 5,público-alvo 6,público-alvo 7,público-alvo 8,público-alvo 9,público-alvo 10,público-alvo 11
O,Educação,O Centro de Educação Infantil Espaço da Comunidade II - CEI Indireta,CEI Indireta,Espaço da Comunidade II,sim,35307993,Rua Diego Sande,150,Jardim Camargo Novo,Itaim Paulista,Itaim Paulista,08121-100,São Paulo,(11),2572-0302,,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=400648,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,CEI,Itaim Paulista,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,O Centro de Educação Infantil Espaço Vida Criativa II - CEI Indireta,CEI Indireta,Espaço Vida Criativa II,sim,35307968,Rua Anguereta,99,Parque Dom João Neri,Vila Curuçá,Itaim Paulista,08151-270,São Paulo,(11),2513-9504,,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=400619,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,CEI,Vila Curuçá,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,O Centro de Educação Infantil Frank Duff - CEI Indireta,CEI Indireta,Frank Duff,sim,35308900,Rua Freguesia de São Romão,312,Vila Seabra,Jardim Helena,São Miguel Paulista ,08180-150,São Paulo,(11),2581-7323,,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=400612,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,CEI,Jardim Helena,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,O Centro de Educação Infantil Itajuibe - CEI Indireta,CEI Indireta,Itajuibe,sim,35443448,Rua Pedro Bloch,s/n,Jardim Nélia,Itaim Paulista,Itaim Paulista,08142-334,São Paulo,(11),2156-7419,,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=400712,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,CEI,Itaim Paulista,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,O Centro de Educação Infantil Jardim das Camélias - CEI Indireta,CEI Indireta,Jardim das Camélias,sim,35181785,Rua Lirio Da Serra,276,Parque Guarani,Vila Jacuí,São Miguel Paulista,08050-460,São Paulo,(11),2052-4490,,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=400445,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,CEI,Vila Jacuí,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,O Centro de Educação Infantil Centro Social e de Educação Infantil Jardim Robru - CEI Indireta,CEI Indireta,Centro Social e de Educação Infantil Jardim Robru,sim,35310712,Rua Areado,80,Jardim Robru,Vila Curuçá,Itaim Paulista,08150-210,São Paulo,(11),2514-8261/2513-5509,cei_robru@marista.org.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=400644,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,CEI,Vila Curuçá,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,O Centro de Educação Infantil Jardim São Carlos II - CEI Indireta,CEI Indireta,Jardim São Carlos II,sim,35061141,Rua São Pedro do Jequitinhonha,27 A,Jardim São Carlos,Vila Jacuí,São Miguel Paulista,08062-300,São Paulo,(11),2043-3732,,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=400533,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,CEI,Vila Jacuí,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,O Centro de Educação Infantil Lírio do Vale - CEI Indireta,CEI Indireta,Lírio do Vale,sim,35353309,Rua Japichaua,312,Jardim Matarazzo,Ermelino Matarazzo,Ermelino Matarazzo,03813-310,São Paulo,(11),2214-7224,,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=400667,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,CEI,Ermelino Matarazzo,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,O Centro de Educação Infantil Parque Cruzeiro do Sul - CEI Indireta,CEI Indireta,Parque Cruzeiro do Sul,sim,35184548,Rua Doutor Milton Pena,19,Parque Cruzeiro do Sul,Vila Jacuí,São Miguel Paulista,08070-360,São Paulo,(11),2031-2634/2032-4194,,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=400446,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,CEI,Vila Jacuí,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,O Centro de Educação Infantil Pinguinho de Gente - CEI Indireta,CEI Indireta,Pinguinho de Gente,sim,35300834,Rua Pedro Soares de Andrade,664,Vila Rosaria,São Miguel Paulista,São Miguel Paulista,08021-040,São Paulo,(11),2297-4589,,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=307024,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,CEI,São Miguel Paulista,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,O Centro de Educação Infantil Ser Feliz - CEI Indireta,CEI Indireta,Ser Feliz,sim,35419096,Rua José Aldo Piassi,323,São Miguel Paulista,São Miguel Paulista,São Miguel Paulista,08011-300,São Paulo,(11),2031-4195,,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=307024,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,CEI,São Miguel Paulista,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,O Centro de Educação Infantil Tia Rosinha - CEI Indireta,CEI Indireta,Tia Rosinha,sim,35814337,Rua Pedro Avelino,16,Vila Doutor Eiras,São Miguel Paulista,São Miguel Paulista,08010-170,São Paulo,(11),2956-5137,,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=400474,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,CEI,São Miguel Paulista,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,O Centro de Educação Infantil União de Vila Nova - CEI Indireta,CEI Indireta,União de Vila Nova,sim,35439101,Rua Núbia,30,Vila Nova União,Vila Jacuí,São Miguel Paulista,08072-012,São Paulo,(11),2031-9720,,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=400728,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,CEI,Vila Jacuí,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,O Centro de Educação Infantil Veredas - CEI Indireta,CEI Indireta,Veredas,sim,35449040,Rua Louro-Rosa,6,Jardim Camargo Novo,Itaim Paulista,Itaim Paulista,08141-670,São Paulo,(11),2566-6908,,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=400738,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,CEI,Itaim Paulista,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,O Centro de Educação Infantil Vida e Esperança - CEI Indireta,CEI Indireta,Vida e Esperança,sim,35072473,Rua Abaitinga,100,Cidade Nitro Operária,São Miguel Paulista,São Miguel Paulista,08010-360,São Paulo,(11),2031-9736,,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=400542,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,CEI,São Miguel Paulista,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,O Centro de Educação Infantil Vila Joia - CEI Indireta,CEI Indireta,Vila Joia,sim,35312629,Avenida Mário Alves,280,Jardim Pedro José Nunes,Vila Jacuí,São Miguel Paulista,08061-380,São Paulo,(11),2058-2971,,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=400628,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,CEI,Vila Jacuí,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,O Centro de Educação Infantil Vila Nova Curuçá - CEI Indireta,CEI Indireta,Vila Nova Curuçá,sim,35181845,Rua Árvore da Cera,170,Jardim Santo Antônio,Vila Curuçá,Itaim Paulista ,08032-270,São Paulo,(11),3808-0485,,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=400441,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,CEI,Vila Curuçá,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,O Centro de Educação Unificado (CEU) Parque São Carlos,CEU,Parque São Carlos,sim,35455490,Rua Clarear,141,Jardim São Carlos,Vila Jacuí,São Miguel Paulista,08062-590,São Paulo,(11),2045-4247,,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=400520,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,CEU,Vila Jacuí,Escola,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
O,Educação,O Centro de Educação Unificado (CEU) Parque Veredas - João Antônio Da Silva,CEU,Parque Veredas - João Antônio Da Silva,sim,35455374,Rua Daniel Muller,347,Chácara Dona Olívia,Itaim Paulista,Itaim Paulista,08141-290,São Paulo,(11),2563-6247/2563-6248,,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=400521,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,CEU,Itaim Paulista,Escola,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
O,Educação,O Centro de Educação Unificado (CEU) Três Pontes - Profa. Nilzete Leticia Bispo dos Santos Lima,CEU Três Pontes,Profa. Nilzete Leticia Bispo dos Santos Lima,sim,35455829,Rua Capachós,400,Jardim Célia,Jardim Helena,São Miguel Paulista,08191-330,São Paulo,(11),3397-6410/3678-5383,ceiceutrespontes@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=400676,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,CEU,Jardim Helena,Escola,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
O,Educação,O Centro de Educação Unificado (CEU) Vila Curuçá - Irene Ramalho,CEU Vila Curuçá,Irene Ramalho,sim,35455830,Avenida Marechal Tito,3452,Jardim Silva Teles,Itaim Paulista,Itaim Paulista,08160-495,São Paulo,(11),2563-6150/2563-6151/2563-6148,ceiceuvilacuruca@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=400528,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,CEU,Itaim Paulista,Escola,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
O,Educação,O Centro de Educação Infantil (CEI) está localizado no Centro de Educação Unificado Parque São Carlos. Esse,CEU CEI,Parque São Carlos,sim,35057873,Rua Clarear,141,Jardim São Carlos,Vila Jacuí,São Miguel Paulista,08062-590,São Paulo,(11),2045-4236/2045-4234,,,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,CEI,Vila Jacuí,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,O Centro de Educação Infantil (CEI) está localizado no Centro de Educação Unificado Parque Veredas. Esse,CEU CEI,Parque Veredas,sim,35057915,Rua Daniel Muller,347,Chácara Dona Olívia,Itaim Paulista,Itaim Paulista,08141-290,São Paulo,(11),2563-6216/2563-6215,,,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,CEI,Itaim Paulista,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,O Centro de Educação Infantil (CEI) está localizado no Centro de Educação Unificado Três Pontes. Esse,CEU CEI,Três Pontes,sim,35357108,Rua Capachós,400,Jardim Célia,Jardim Helena,São Miguel Paulista,08191-330,São Paulo,(11),3397-6415/3397-6414,,,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,CEI,Jardim Helena,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,O Centro de Educação Infantil (CEI) está localizado no Centro de Educação Unificado Vila Curuçá. Esse,CEU CEI,Vila Curuçá,sim,35058440,Av. Marechal Tito,3400,Vila Curuçá,Vila Curuçá,Itaim Paulista,08115-000,São Paulo,(11),2563-6123/2563-6125,,,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,CEI,Vila Curuçá,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) Maria Clara Machado está localizada no Centro de Educação Unificado Parque Veredas. Esse,CEU EMEF,Maria Clara Machado,sim,35271160,Rua Daniel Muller,347,Chácara Dona Olívia,Itaim Paulista,Itaim Paulista,08141-290,São Paulo,(11),2563-6233/2563-6232/2563-6235,emefceumariaclmachado@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=019226,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Itaim Paulista,Escola,sem ponto,,crianças (4-6),crianças (7-12),adolescentes (13-17),,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) está localizada no Centro de Educação Unificado Parque São Carlos. Esse,CEU EMEF,Parque São Carlos,sim,35057836,Rua Clarear,141,Jardim São Carlos,Vila Jacuí,São Miguel Paulista,08062-590,São Paulo,(11),2045-4220/2045-4218,emefceupqscarlos@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=019269,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Vila Jacuí,Escola,sem ponto,,crianças (4-6),crianças (7-12),adolescentes (13-17),,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) está localizada no Centro de Educação Unificado Três Pontes. Esse,CEU EMEF,Três Pontes,sim,35357121,Rua Capachós,400,Jardim Célia,Jardim Helena,São Miguel Paulista,08191-330,São Paulo,(11),3397-6435/3397-6437,ceuemeftrespontes@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=019367,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Jardim Helena,Escola,sem ponto,,crianças (4-6),crianças (7-12),adolescentes (13-17),,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) está localizada no Centro de Educação Unificado Vila Curuçá. Esse,CEU EMEF,Vila Curuçá,sim,35058212,Av. Marechal Tito,3400,Vila Curuçá,Vila Curuçá,Itaim Paulista,08115-000,São Paulo,(11),2563-6115/2563-6116/2563-6110,emefceuvilacuruca@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=019278,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Vila Curuçá,Escola,sem ponto,,crianças (4-6),crianças (7-12),adolescentes (13-17),,,,,,,,
O,Educação,A Escola Municipal de Educação Infantil (EMEI) Carlos Olivaldo de Souza Lopes Muniz está localizada no CEU Parque Veredas. Esse,CEU EMEI,Anton Makarenko,sim,35057903,Rua Daniel Muller,347,Chácara Dona Olívia,Itaim Paulista,Itaim Paulista,08141-290,São Paulo,(11),2563-6225/2563-6224/2563-6222,emeiceuantonmakarenko@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=019289,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEI,Itaim Paulista,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,A Escola Municipal de Educação Infantil (EMEI) Anton Makarenko está localizada no CEU Parque São Carlos. Esse,CEU EMEI,Carlos Olivaldo de Souza Lopes Muniz,sim,35074664,Rua Clarear,141,Jardim São Carlos,Vila Jacuí,São Miguel Paulista,08062-590,São Paulo,(11),2045-4211/2045-4212/2045-4231,emeiceucarlososlmuniz@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=013226,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEI,Vila Jacuí,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,A Escola Municipal de Educação Infantil (EMEI) está localizada no CEU Três Pontes. Esse,CEU EMEI,Três Pontes,sim,35357112,Rua Capachós,400,Jardim Célia,Jardim Helena,São Miguel Paulista,08191-330,São Paulo,(11),3397-6416/3397-6459,emeiceutrespontes@sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=019359,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEI,Jardim Helena,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,A Escola Municipal de Educação Infantil (EMEI) está localizada no CEU Vila Curuçá. Esse,CEU EMEI,Vila Curuçá,sim,35058257,Avenida Marechal Tito,3400,Jardim Silva Teles,Itaim Paulista,Itaim Paulista,08160-495,São Paulo,(11),2563-6129/2563-6122/2563-6132,,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=019297,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEI,Itaim Paulista,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,O Centro Municipal de Capacitação e Treinamento (CMCT) Itaim Paulista,,Centro Municipal de Capacitação e Treinamento (CMCT) Itaim Paulista,sim,,Rua Jasmim do Imperador,244,Jardim Camargo Novo,Itaim Paulista,Itaim Paulista,08141-600,São Paulo,(11),2561-5375/2572-1996,cmctII@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=200209,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,CMCT,Itaim Paulista,Escola,sem ponto,,jovens (18-25),adultos (26-59),adolescentes (13-17),,,,,,,,
O,Educação,O Centro Municipal de Capacitação e Treinamento (CMCT) São Miguel Paulista,,Centro Municipal de Capacitação e Treinamento (CMCT) São Miguel Paulista,sim,,Rua Daniel Bernardo,95,São Miguel Paulista,São Miguel Paulista,São Miguel Paulista,08010-100,São Paulo,(11),2297-2844/2033-2238,,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=200018,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,CMCT,São Miguel Paulista,Escola,sem ponto,,jovens (18-25),adultos (26-59),adolescentes (13-17),,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) Antonia e Artur Begbie,EMEF,Antonia e Artur Begbie,sim,35055585,Rua Ilha de Maruí,100,Jardim Campos,Vila Curuçá,Itaim Paulista,08151-710,São Paulo,(11),2514-7513/2035-3844,emefaabegbie@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=093831,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Vila Curuçá,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Municipal de Ensino Fundamental (EMEF) Antônio Carlos de Andrada e Silva,EMEF,Antônio Carlos de Andrada e Silva,sim,35055759,Avenida Baltazar Santana,365,Jardim Planalto,Vila Jacuí,São Miguel Paulista,08040-420,São Paulo,(11),2054-1899/2054-4800,emefacasilva@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=093734,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEF,Vila Jacuí,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
